DateTime,Entries,UniqueIPs
1434197235,1901,144934400
1434283635,1904,144943616
1434283635,1904,144943616
1434283635,1904,144943616
1434542832,1902,144948736
1434629234,1901,144954112
1434629234,1901,144954112
1434629234,1901,144954112
1434715632,1903,144959232
1434802034,1905,144965376
1434888432,1906,144968448
1435147643,1910,144976896
1435234037,2131,144884736
1435406833,2133,144893952
1435493234,2140,144905216
1435752441,2139,144907264
1435838844,2134,144919040
1435925231,2136,144925184
1436011633,2140,144930304
1436098033,2141,144935936
1436357235,2209,144915968
1436443632,2216,144924416
1436530034,2216,144928512
1436962042,2221,144935680
1437048434,2223,144940800
1437134840,2227,144947968
1437221233,2227,144952320
1437307639,2228,144956416
1437566840,2265,144937984
1437653234,2269,144943104
1437739633,2273,144950272
1437826038,2273,144954624
1437912439,2280,144966912
1438171637,2274,144972032
1438258044,2270,144978688
1438344436,2259,144990208
1438430834,2257,144993280
1438517240,2259,145001984
1438776441,2253,145011968
1438862836,2255,145021184
1438949235,2260,145028864
1439035640,2262,145033216
1439122061,2265,145041408
1439122061,2265,145041408
1439122061,2265,145041408
1439122061,2265,145041408
1439208442,2265,145041408
1439381237,2264,145046528
1439467637,2267,145053952
1439554041,2266,145061120
1439640436,2272,145069568
1439640436,2272,145069568
1439726842,2282,145038848
1439986039,2287,145048064
1440158843,2291,145063680
1440158843,2291,145063680
1440245241,2295,145072384
1440331635,2297,145078528
1440590838,2301,145084672
1440590838,2301,145084672
1440677238,2300,145088768
1440763639,2304,145096960
1440850035,2307,145101056
1440936438,2304,145104128
1441195631,2307,145108224
1441282034,2308,145116416
1441368438,2310,145121536
1441454835,2315,145128704
1441541239,2313,145136896
1441800441,2315,145138944
1441886837,2317,145147136
1441973236,2319,145149184
1442059634,2314,145158400
1442146035,2319,145167616
1442405238,2321,145169664
1442491638,2330,145184000
1443096438,2337,145212416
1443182843,2335,145216000
1443269240,2337,145220352
1443355635,2340,145224448
1443701235,2346,145239040
1443787639,2352,145249280
1443874040,2347,145253888
1444219636,2346,145258240
1444306034,2340,145261568
1444392440,2336,145263616
1444478841,2336,145266944
1444565241,2337,145272064
1444910840,2342,145281280
1444997241,2338,145285376
1445083643,2338,145287168
1445170040,2339,145293312
1445429241,2339,145299712
1445515642,2341,145304832
1445602049,2347,145312256
1445688443,2348,145316352
1445774839,2350,145318400
1446034032,2350,145326848
1446120433,2347,145331200
1446206833,2348,145337344
1446293231,2350,145342720
1446379633,2354,145348864
1446725237,2356,145354240
1446811634,2360,145366528
1446898033,2363,145369600
1446984440,2366,145374720
1447243636,2367,145377792
1447330034,2368,145380864
1447416435,2367,145385984
1447503066,2367,145397248
1447589234,2369,145398528
1447848451,2369,145402624
1447934834,2373,145405952
1448021233,2375,145409280
1448107632,2377,145416448
1448194034,2377,145417984
1448453236,2381,145426176
1448539639,2384,145434368
1448626036,2388,145442816
1448712434,2390,145453056
1448798837,2382,145457152
1449058037,2384,145459200
1449144435,2391,145470208
1449230836,2392,145476608
1449317233,2392,145479168
1449403633,2392,145485312
1449662831,2395,145490688
1449749230,2398,145496832
1449835633,2402,145504000
1449922031,2400,145506048
1450008430,2397,145510144
1450267629,2396,145523968
1450354031,2394,145528320
1450440431,2399,145536000
1450526828,2403,145544192
1450613265,2403,145549824
1450872443,2405,145554944
1450958828,2410,145567232
1451045230,2413,145571328
1451477227,2411,145583616
1451563632,2402,145593600
1451650029,2401,145596672
1452082027,2401,145597696
1452168428,2405,145605888
1452254830,2405,145609984
1452341228,2407,145615104
1452427625,2408,145619200
1452686834,2412,145624320
1452773231,2413,145629440
1452859629,2417,145634560
1452946030,2420,145642752
1453032430,2421,145649920
1453118828,2421,145649920
1453205231,2421,145649920
1453291628,2422,145652224
1453378031,2427,145659392
1453464429,2428,145666560
1453550832,2428,145672960
1453637228,2430,145679104
1453723630,2430,145679104
1453896430,2430,145680128
1453982829,2434,145690368
1454069232,2431,145699584
1454155631,2429,145703680
1454242027,2428,145710848
1454501231,2428,145714944
1454587633,2430,145720064
1454674027,2436,145723136
1454846830,2438,145736448
1455365229,2467,145713920
1455451628,2470,145720064
1455710828,2472,145722112
1455797229,2472,145726464
1455883630,2475,145729536
1455970028,2483,145732864
1456056428,2482,145737984
1456315628,2485,145741056
1456402028,2490,145748224
1456488429,2494,145755392
1456574828,2494,145759488
1456661229,2494,145767680
1456920439,2492,145771776
1457006830,2494,145776896
1457093231,2500,145784320
1457179633,2504,145791488
1457266030,2505,145794560
1457525231,2507,145804800
1457611629,2512,145811200
1457698029,2512,145819392
1457784429,2513,145825024
1457870828,2515,145827072
1458130029,2514,145832192
1458216431,2517,145839360
1458302829,2516,145856768
1458389234,2518,145859840
1458475637,2519,145864960
1458734832,2521,145871104
1458821236,2524,145880320
1458907632,2530,145887488
1458994033,2528,145890560
1459339631,2529,145893888
1459426055,2533,145890816
1459512429,2531,145894912
1459598829,2533,145900032
1459685227,2532,145900032
1459944428,2533,145903104
1460030829,2534,145911296
1460117231,2533,145914880
1460203629,2531,145918976
1460290034,2530,145922048
1460549236,2532,145925120
1460635632,2538,145932288
1460722080,2542,145937408
1460808431,2542,145942528
1460894829,2543,145948672
1461154032,2555,145952768
